"store_code","datetime","staff_id","register_number","product_code","quantity","payment_method","customer_segment_code","customer_segment_name"
"AO-1","2024-07-06T07:33:09.098Z","8","4","18","9","1","1","ライフスタイル充実層"
"AO-1","2024-05-01T06:14:50.126Z","3","3","11","6","1","A5","ウェルネス志向層"
"AO-1","2024-03-09T14:45:09.719Z","9","4","18","4","2","2","ファミリーサポート層"
"AO-1","2025-02-12T09:43:09.972Z","5","1","11","7","3","1","ライフスタイル充実層"
"AO-1","2025-01-08T22:33:57.436Z","9","1","14","15","1","2","ファミリーサポート層"
"AO-1","2024-03-02T02:21:20.346Z","5","5","18","6","1","1","ライフスタイル充実層"
"AO-1","2024-06-08T07:41:34.198Z","1","4","18","6","1","2","ファミリーサポート層"
"AO-1","2024-03-31T17:50:54.973Z","7","4","17","3","2","1","ライフスタイル充実層"
"AO-1","2025-10-07T11:01:11.388Z","7","5","18","19","2","4","自己投資志向層"
"AO-1","2025-09-07T13:26:42.649Z","6","1","11","12","1","4","自己投資志向層"
"AO-1","2025-11-26T10:33:16.884Z","5","5","12","4","3","2","ファミリーサポート層"
"AO-1","2024-06-08T09:53:19.324Z","8","2","15","13","1","A5","ウェルネス志向層"
"AO-1","2025-03-26T21:21:53.675Z","8","1","13","1","3","3","コスパ重視層"
"AO-1","2024-07-17T05:23:07.863Z","8","2","12","7","3","A5","ウェルネス志向層"
"AO-1","2024-08-05T09:47:09.938Z","4","4","17","7","3","1","ライフスタイル充実層"
"AO-1","2024-11-17T10:37:53.275Z","6","5","10","17","3","1","ライフスタイル充実層"
"AO-1","2024-04-02T15:11:38.618Z","1","5","12","17","2","A5","ウェルネス志向層"
"AO-1","2024-08-16T05:24:13.002Z","2","1","16","16","3","2","ファミリーサポート層"
"AO-1","2024-05-13T05:29:53.901Z","5","4","15","11","2","3","コスパ重視層"
"AO-1","2024-03-08T13:12:26.775Z","2","2","14","12","2","A5","ウェルネス志向層"
"AO-1","2024-05-30T01:31:53.177Z","3","3","14","7","3","1","ライフスタイル充実層"
"AO-1","2025-02-21T23:05:52.159Z","3","5","17","7","2","A5","ウェルネス志向層"
"AO-1","2025-05-12T21:33:01.278Z","9","3","16","2","3","1","ライフスタイル充実層"
"AO-1","2025-07-20T10:30:08.719Z","9","5","15","5","1","2","ファミリーサポート層"
"AO-1","2025-03-08T05:18:22.567Z","6","3","13","17","2","2","ファミリーサポート層"
"AO-1","2025-07-15T20:22:51.198Z","8","4","11","20","3","4","自己投資志向層"
"AO-1","2024-02-19T10:46:59.404Z","5","5","11","19","3","4","自己投資志向層"
"AO-1","2024-11-25T00:20:47.219Z","9","2","18","18","3","A5","ウェルネス志向層"
"AO-1","2025-08-16T16:46:49.586Z","2","4","18","13","3","1","ライフスタイル充実層"
"AO-1","2025-01-13T21:21:20.080Z","5","5","10","15","2","A5","ウェルネス志向層"
"AO-1","2025-07-25T21:31:21.379Z","5","1","15","5","2","4","自己投資志向層"
"AO-1","2025-07-01T01:37:45.902Z","6","4","10","15","3","2","ファミリーサポート層"
"AO-1","2025-12-12T21:45:49.606Z","6","1","12","10","3","1","ライフスタイル充実層"
"AO-1","2025-12-17T16:55:32.774Z","4","1","15","9","3","A5","ウェルネス志向層"
"AO-1","2024-12-09T01:44:28.182Z","7","1","19","11","1","2","ファミリーサポート層"
"AO-1","2025-04-01T03:41:43.761Z","10","5","13","4","3","2","ファミリーサポート層"
"AO-1","2025-03-07T03:58:07.549Z","2","3","10","2","2","1","ライフスタイル充実層"
"AO-1","2024-10-01T13:43:43.675Z","8","5","19","20","2","3","コスパ重視層"
"AO-1","2025-08-17T20:24:27.870Z","2","4","14","18","2","4","自己投資志向層"
"AO-1","2024-07-06T18:05:30.987Z","10","4","16","14","1","2","ファミリーサポート層"
"AO-1","2025-01-07T14:43:15.891Z","2","3","19","6","3","2","ファミリーサポート層"
"AO-1","2024-02-04T21:54:16.261Z","1","5","15","15","3","3","コスパ重視層"
"AO-1","2024-03-27T12:03:20.816Z","9","5","13","9","3","1","ライフスタイル充実層"
"AO-1","2025-10-20T09:33:56.082Z","4","4","11","17","1","A5","ウェルネス志向層"
"AO-1","2025-01-19T17:20:40.599Z","9","3","11","12","1","1","ライフスタイル充実層"
"AO-1","2024-06-08T16:29:00.117Z","9","3","13","10","3","1","ライフスタイル充実層"
"AO-1","2024-08-28T01:02:23.295Z","10","3","14","12","2","4","自己投資志向層"
"AO-1","2025-07-20T19:47:35.082Z","6","1","18","3","3","2","ファミリーサポート層"
"AO-1","2025-10-04T07:14:35.365Z","8","5","10","3","2","A5","ウェルネス志向層"
"AO-1","2025-11-06T09:48:31.704Z","10","2","14","5","2","3","コスパ重視層"
"AO-1","2024-06-17T13:43:38.641Z","1","1","14","7","3","A5","ウェルネス志向層"
"AO-1","2025-03-03T14:52:55.211Z","10","1","11","19","2","2","ファミリーサポート層"
"AO-1","2025-06-30T12:48:47.667Z","2","4","11","11","1","4","自己投資志向層"
"AO-1","2025-01-11T10:27:05.662Z","4","5","14","8","1","3","コスパ重視層"
"AO-1","2025-11-22T02:05:11.225Z","9","1","18","19","3","3","コスパ重視層"
"AO-1","2024-03-28T23:27:33.296Z","1","4","15","1","3","3","コスパ重視層"
"AO-1","2025-02-25T22:23:07.862Z","3","3","13","2","3","1","ライフスタイル充実層"
"AO-1","2024-05-05T14:48:54.885Z","9","5","13","14","3","A5","ウェルネス志向層"
"AO-1","2024-10-19T19:14:41.595Z","7","1","14","4","2","2","ファミリーサポート層"
"AO-1","2024-11-05T21:01:24.051Z","10","1","19","6","2","2","ファミリーサポート層"
"AO-1","2024-02-17T20:43:56.150Z","9","2","12","8","1","1","ライフスタイル充実層"
"AO-1","2025-11-24T03:00:04.697Z","8","4","15","16","2","A5","ウェルネス志向層"
"AO-1","2024-12-22T17:19:59.733Z","10","3","12","9","3","3","コスパ重視層"
"AO-1","2024-11-10T00:04:28.903Z","10","1","18","20","1","2","ファミリーサポート層"
"AO-1","2024-11-20T01:07:40.149Z","3","1","17","9","1","2","ファミリーサポート層"
"AO-1","2024-12-19T13:00:27.707Z","9","4","15","18","3","A5","ウェルネス志向層"
"AO-1","2024-02-20T09:03:50.637Z","2","2","16","14","1","2","ファミリーサポート層"
"AO-1","2024-04-11T23:43:22.893Z","4","1","12","11","1","3","コスパ重視層"
"AO-1","2024-02-06T01:40:42.807Z","6","5","15","7","3","2","ファミリーサポート層"
"AO-1","2024-12-14T18:00:47.666Z","4","1","16","3","3","A5","ウェルネス志向層"
"AO-1","2024-03-11T22:57:04.582Z","6","5","17","11","2","A5","ウェルネス志向層"
"AO-1","2024-06-21T19:22:11.809Z","8","2","12","15","3","1","ライフスタイル充実層"
"AO-1","2025-07-03T10:14:32.398Z","1","3","17","4","1","3","コスパ重視層"
"AO-1","2024-04-22T19:10:56.457Z","1","2","14","11","1","2","ファミリーサポート層"
"AO-1","2025-06-03T06:52:13.319Z","2","2","11","20","1","2","ファミリーサポート層"
"AO-1","2025-12-23T17:19:44.623Z","3","2","11","5","1","2","ファミリーサポート層"
"AO-1","2025-03-26T17:00:49.917Z","4","2","12","3","1","2","ファミリーサポート層"
"AO-1","2024-12-22T04:03:37.239Z","1","2","10","16","2","2","ファミリーサポート層"
"AO-1","2024-12-15T21:15:13.323Z","2","1","14","3","3","A5","ウェルネス志向層"
"AO-1","2024-10-23T16:46:24.244Z","5","5","16","4","2","4","自己投資志向層"
"AO-1","2025-05-27T03:27:33.499Z","5","4","19","1","1","A5","ウェルネス志向層"
"AO-1","2024-05-04T15:18:27.284Z","7","3","19","10","1","4","自己投資志向層"
"AO-1","2024-05-06T02:18:14.690Z","10","5","13","14","2","3","コスパ重視層"
"AO-1","2024-11-22T20:11:36.535Z","1","3","19","3","1","4","自己投資志向層"
"AO-1","2024-12-10T09:07:46.120Z","1","1","10","11","3","3","コスパ重視層"
"AO-1","2024-11-02T20:13:54.763Z","5","2","12","12","2","1","ライフスタイル充実層"
"AO-1","2024-04-07T21:08:17.124Z","2","4","16","11","3","2","ファミリーサポート層"
"AO-1","2025-04-08T09:49:46.618Z","1","3","17","5","3","1","ライフスタイル充実層"
"AO-1","2025-12-26T16:23:16.553Z","10","1","13","8","2","3","コスパ重視層"
"AO-1","2025-03-13T15:36:22.871Z","10","2","12","9","2","4","自己投資志向層"
"AO-1","2024-05-18T20:40:13.169Z","9","2","13","9","3","4","自己投資志向層"
"AO-1","2024-04-18T18:35:29.721Z","5","4","14","8","1","4","自己投資志向層"
"AO-1","2025-09-24T16:31:52.728Z","7","3","11","10","1","2","ファミリーサポート層"
"AO-1","2025-08-24T08:07:37.014Z","2","3","10","4","3","4","自己投資志向層"
"AO-1","2025-09-27T09:02:39.617Z","10","5","18","8","2","3","コスパ重視層"
"AO-1","2024-09-27T10:23:38.243Z","7","3","13","13","1","2","ファミリーサポート層"
"AO-1","2024-06-11T11:33:28.307Z","3","5","10","16","1","2","ファミリーサポート層"
"AO-1","2024-12-18T23:57:13.407Z","7","4","13","19","3","3","コスパ重視層"
"AO-1","2024-09-25T03:39:24.555Z","8","3","14","16","2","A5","ウェルネス志向層"
"AO-1","2025-09-23T05:43:22.113Z","3","5","15","9","1","4","自己投資志向層"
"AO-1","2024-03-23T08:48:24.040Z","9","1","13","10","1","4","自己投資志向層"
"AO-1","2025-04-12T13:04:24.921Z","9","3","19","10","3","3","コスパ重視層"
"AO-1","2024-03-28T13:52:05.410Z","7","5","13","11","3","3","コスパ重視層"
"AO-1","2024-04-07T17:04:28.351Z","4","5","17","10","1","2","ファミリーサポート層"
"AO-1","2025-02-15T11:13:11.700Z","6","2","13","13","1","2","ファミリーサポート層"
"AO-1","2025-02-19T16:53:10.388Z","2","2","10","7","3","1","ライフスタイル充実層"
"AO-1","2024-01-08T19:09:55.956Z","10","4","10","6","1","2","ファミリーサポート層"
"AO-1","2024-05-09T07:51:22.435Z","8","5","12","16","1","4","自己投資志向層"
"AO-1","2025-01-21T10:44:20.912Z","7","1","18","3","1","2","ファミリーサポート層"
"AO-1","2024-06-28T13:44:53.949Z","6","4","19","19","2","A5","ウェルネス志向層"
"AO-1","2024-10-26T23:42:58.440Z","9","1","17","7","3","1","ライフスタイル充実層"
"AO-1","2025-11-13T08:55:49.074Z","10","5","14","12","2","3","コスパ重視層"
"AO-1","2024-06-09T05:55:49.366Z","6","4","18","13","3","3","コスパ重視層"
"AO-1","2024-06-06T17:02:29.517Z","6","5","14","13","2","2","ファミリーサポート層"
"AO-1","2024-12-12T22:54:02.236Z","2","1","14","20","2","A5","ウェルネス志向層"
"AO-1","2024-06-07T17:35:35.629Z","10","3","12","13","3","3","コスパ重視層"
"AO-1","2025-03-12T07:43:58.441Z","8","2","16","14","1","A5","ウェルネス志向層"
"AO-1","2024-11-12T02:45:24.551Z","5","3","12","5","2","2","ファミリーサポート層"
"AO-1","2024-11-18T02:45:17.449Z","7","1","19","7","1","2","ファミリーサポート層"
"AO-1","2025-02-20T07:14:02.169Z","9","3","14","12","3","4","自己投資志向層"
"AO-1","2025-10-22T17:19:12.958Z","10","5","17","15","1","4","自己投資志向層"
"AO-1","2024-09-05T22:22:57.650Z","9","5","14","18","2","3","コスパ重視層"
"AO-1","2024-09-08T21:09:56.331Z","5","2","13","7","3","A5","ウェルネス志向層"
"AO-1","2025-01-13T14:16:10.120Z","4","4","14","7","1","2","ファミリーサポート層"
"AO-1","2025-04-12T08:09:40.342Z","2","4","19","18","3","2","ファミリーサポート層"
"AO-1","2025-08-06T05:03:23.113Z","9","2","10","5","3","1","ライフスタイル充実層"
"AO-1","2025-11-29T18:12:32.154Z","7","1","14","8","2","2","ファミリーサポート層"
"AO-1","2025-07-16T03:06:58.598Z","3","1","10","19","1","A5","ウェルネス志向層"
"AO-1","2024-03-09T07:45:25.843Z","5","4","15","19","3","2","ファミリーサポート層"
"AO-1","2024-04-14T18:49:54.969Z","7","1","17","14","1","1","ライフスタイル充実層"
"AO-1","2025-01-31T23:12:03.171Z","3","3","17","4","1","2","ファミリーサポート層"
"AO-1","2025-01-18T11:20:03.282Z","10","2","13","12","2","3","コスパ重視層"
"AO-1","2024-10-16T23:47:27.119Z","2","5","11","6","2","2","ファミリーサポート層"
"AO-1","2025-12-23T19:36:04.329Z","3","2","10","14","2","2","ファミリーサポート層"
"AO-1","2024-08-30T22:16:54.276Z","2","5","16","4","3","1","ライフスタイル充実層"
"AO-1","2024-01-10T13:08:10.997Z","4","3","10","20","3","A5","ウェルネス志向層"
"AO-1","2025-04-17T10:17:04.907Z","8","5","14","13","1","3","コスパ重視層"
"AO-1","2024-08-08T08:02:58.949Z","6","4","10","14","2","A5","ウェルネス志向層"
"AO-1","2024-06-28T19:37:56.702Z","6","5","19","5","2","4","自己投資志向層"
"AO-1","2024-11-05T11:13:41.596Z","9","2","13","17","3","3","コスパ重視層"
"AO-1","2025-12-01T20:32:31.315Z","4","4","13","5","2","A5","ウェルネス志向層"
"AO-1","2025-09-22T14:56:37.192Z","3","1","19","8","2","1","ライフスタイル充実層"
"AO-1","2024-03-18T09:47:37.739Z","1","1","15","2","2","1","ライフスタイル充実層"
"AO-1","2025-11-07T06:13:51.841Z","6","2","13","8","1","A5","ウェルネス志向層"
"AO-1","2025-04-05T10:09:58.778Z","2","1","11","11","1","2","ファミリーサポート層"
"AO-1","2024-06-01T08:56:09.245Z","4","2","13","12","1","2","ファミリーサポート層"
"AO-1","2024-02-22T15:13:39.595Z","2","5","11","13","3","1","ライフスタイル充実層"
"AO-1","2025-11-12T13:12:59.019Z","6","1","19","4","2","4","自己投資志向層"
"AO-1","2025-09-19T02:17:10.224Z","7","5","15","5","2","1","ライフスタイル充実層"
"AO-1","2024-12-24T17:52:28.477Z","8","2","13","6","2","3","コスパ重視層"
"AO-1","2024-09-28T21:54:45.088Z","5","4","10","20","1","2","ファミリーサポート層"
"AO-1","2024-06-04T17:38:24.213Z","10","4","19","11","2","A5","ウェルネス志向層"
"AO-1","2025-06-23T13:42:54.790Z","7","4","14","1","2","2","ファミリーサポート層"
"AO-1","2025-06-12T19:01:02.609Z","3","4","10","16","3","4","自己投資志向層"
"AO-1","2024-11-28T17:56:51.893Z","7","1","15","12","2","2","ファミリーサポート層"
"AO-1","2024-09-09T20:38:20.792Z","8","3","14","2","1","3","コスパ重視層"
"AO-1","2025-08-29T14:24:09.849Z","1","4","16","8","1","A5","ウェルネス志向層"
"AO-1","2025-04-16T15:33:02.710Z","3","5","16","7","2","2","ファミリーサポート層"
"AO-1","2024-04-15T09:19:21.232Z","4","5","15","20","2","4","自己投資志向層"
"AO-1","2025-02-06T13:39:51.260Z","7","5","16","9","3","1","ライフスタイル充実層"
"AO-1","2024-11-27T03:10:47.608Z","4","5","19","5","3","1","ライフスタイル充実層"
"AO-1","2025-05-24T07:29:29.927Z","1","1","16","15","1","A5","ウェルネス志向層"
"AO-1","2024-02-15T07:33:57.501Z","4","3","13","20","2","A5","ウェルネス志向層"
"AO-1","2024-04-02T13:22:59.184Z","1","3","11","11","3","3","コスパ重視層"
"AO-1","2024-08-03T02:25:33.782Z","6","3","14","7","2","3","コスパ重視層"
"AO-1","2025-05-26T15:16:37.920Z","7","1","15","2","2","A5","ウェルネス志向層"
"AO-1","2025-05-31T03:06:20.544Z","1","4","18","3","3","A5","ウェルネス志向層"
"AO-1","2025-11-04T00:43:59.431Z","8","1","14","4","2","4","自己投資志向層"
"AO-1","2025-08-08T05:32:02.337Z","7","4","16","4","1","A5","ウェルネス志向層"
"AO-1","2025-09-06T22:21:12.096Z","5","5","19","16","1","A5","ウェルネス志向層"
"AO-1","2025-06-14T15:44:34.841Z","4","4","14","12","2","A5","ウェルネス志向層"
"AO-1","2024-08-09T08:27:03.042Z","1","1","15","17","2","3","コスパ重視層"
"AO-1","2024-08-16T15:00:20.074Z","9","5","15","13","3","A5","ウェルネス志向層"
"AO-1","2025-04-22T17:46:21.879Z","5","4","13","2","2","A5","ウェルネス志向層"
"AO-1","2024-07-15T00:43:38.952Z","2","3","15","16","1","4","自己投資志向層"
"AO-1","2024-05-07T10:46:32.167Z","7","2","13","2","3","A5","ウェルネス志向層"
"AO-1","2025-07-13T08:43:12.624Z","8","3","15","15","2","3","コスパ重視層"
"AO-1","2025-02-23T22:14:41.063Z","10","3","15","4","1","1","ライフスタイル充実層"
"AO-1","2024-07-30T02:26:17.496Z","7","1","11","20","2","4","自己投資志向層"
"AO-1","2024-08-09T11:36:55.323Z","8","3","18","5","3","A5","ウェルネス志向層"
"AO-1","2024-08-22T12:38:38.276Z","2","4","12","8","3","1","ライフスタイル充実層"
"AO-1","2025-07-14T13:29:19.639Z","4","2","18","2","2","3","コスパ重視層"
"AO-1","2025-10-25T04:18:50.849Z","5","4","16","2","1","3","コスパ重視層"
"AO-1","2024-03-11T07:18:05.699Z","1","3","16","10","2","2","ファミリーサポート層"
"AO-1","2025-08-26T15:06:59.483Z","4","3","12","18","2","A5","ウェルネス志向層"
"AO-1","2024-05-15T22:18:53.171Z","2","1","12","1","3","4","自己投資志向層"
"AO-1","2024-07-25T21:19:07.313Z","4","2","12","15","3","A5","ウェルネス志向層"
"AO-1","2024-07-29T17:00:25.046Z","5","4","16","15","2","1","ライフスタイル充実層"
"AO-1","2024-06-20T14:16:03.117Z","3","4","10","16","3","A5","ウェルネス志向層"
"AO-1","2024-07-24T18:21:14.062Z","5","3","10","17","1","A5","ウェルネス志向層"
"AO-1","2024-07-02T06:41:26.651Z","10","5","17","16","1","3","コスパ重視層"
"AO-1","2025-07-02T12:43:10.995Z","2","1","16","12","1","2","ファミリーサポート層"
"AO-1","2025-08-04T14:43:50.704Z","9","3","16","16","2","A5","ウェルネス志向層"
"AO-1","2025-07-26T08:22:06.478Z","1","3","10","8","2","1","ライフスタイル充実層"
"AO-1","2025-10-14T14:18:18.847Z","5","2","11","19","1","1","ライフスタイル充実層"
"AO-1","2025-09-09T01:59:27.793Z","1","1","11","7","3","3","コスパ重視層"
"AO-1","2024-08-21T09:50:30.533Z","1","1","14","9","2","4","自己投資志向層"
"AO-1","2025-07-23T03:22:13.975Z","9","2","19","10","2","4","自己投資志向層"
"AO-1","2024-01-01T01:45:18.098Z","5","4","14","20","2","4","自己投資志向層"
"AO-1","2025-10-02T10:53:09.397Z","8","1","14","18","2","2","ファミリーサポート層"
"AO-1","2024-10-19T14:45:04.123Z","4","5","14","8","2","A5","ウェルネス志向層"
"AO-1","2024-06-15T02:48:51.215Z","4","2","12","13","3","1","ライフスタイル充実層"
"AO-1","2025-05-04T23:28:04.525Z","7","5","14","14","3","3","コスパ重視層"
"AO-1","2025-09-14T23:21:04.095Z","3","2","13","11","2","1","ライフスタイル充実層"
"AO-1","2024-02-11T02:23:04.225Z","2","5","16","13","3","3","コスパ重視層"
"AO-1","2025-06-09T21:00:53.946Z","3","2","15","1","1","3","コスパ重視層"
"AO-1","2025-06-30T07:43:12.724Z","7","2","13","1","2","1","ライフスタイル充実層"
"AO-1","2025-03-06T10:12:07.216Z","8","4","17","14","1","A5","ウェルネス志向層"
"AO-1","2025-03-03T03:58:04.973Z","3","4","13","17","3","3","コスパ重視層"
"AO-1","2025-05-02T20:43:40.236Z","6","5","11","19","2","A5","ウェルネス志向層"
"AO-1","2024-10-11T22:16:20.212Z","8","5","11","14","1","A5","ウェルネス志向層"
"AO-1","2025-12-09T18:25:06.500Z","2","2","16","11","3","3","コスパ重視層"
"AO-1","2025-04-29T15:17:45.678Z","9","5","12","11","2","2","ファミリーサポート層"
"AO-1","2025-11-27T12:33:38.914Z","9","5","19","8","1","1","ライフスタイル充実層"
"AO-1","2024-08-21T08:05:47.899Z","9","4","10","15","1","4","自己投資志向層"
"AO-1","2024-09-27T19:54:46.993Z","6","5","15","4","2","A5","ウェルネス志向層"
"AO-1","2024-11-18T06:53:47.816Z","7","3","10","3","3","A5","ウェルネス志向層"
"AO-1","2025-05-18T01:49:07.674Z","9","5","19","3","3","3","コスパ重視層"
"AO-1","2024-12-23T15:14:03.004Z","5","2","14","6","1","4","自己投資志向層"
"AO-1","2025-01-27T00:12:02.968Z","7","2","11","12","1","1","ライフスタイル充実層"
"AO-1","2025-12-27T22:19:09.932Z","3","2","19","4","2","4","自己投資志向層"
"AO-1","2024-12-15T21:45:12.651Z","6","4","11","19","3","1","ライフスタイル充実層"
"AO-1","2025-10-09T04:03:48.082Z","7","5","15","3","1","4","自己投資志向層"
"AO-1","2025-05-11T12:20:33.416Z","8","5","17","16","1","4","自己投資志向層"
"AO-1","2025-11-03T06:54:01.653Z","10","3","11","4","2","4","自己投資志向層"
"AO-1","2024-09-16T19:50:23.400Z","2","3","13","15","1","2","ファミリーサポート層"
"AO-1","2025-01-02T17:04:09.258Z","9","3","17","19","3","2","ファミリーサポート層"
"AO-1","2025-08-30T04:41:18.136Z","5","3","12","1","3","4","自己投資志向層"
"AO-1","2024-09-06T16:38:23.757Z","4","4","17","9","2","4","自己投資志向層"
"AO-1","2024-01-13T22:39:13.543Z","10","3","18","10","3","2","ファミリーサポート層"
"AO-1","2024-11-04T07:30:34.022Z","10","2","13","7","3","A5","ウェルネス志向層"
"AO-1","2024-01-18T02:34:47.859Z","3","3","10","1","3","2","ファミリーサポート層"
"AO-1","2025-09-13T20:36:43.158Z","5","1","14","12","3","2","ファミリーサポート層"
"AO-1","2025-04-23T14:34:17.404Z","10","4","19","19","3","A5","ウェルネス志向層"
"AO-1","2024-04-25T04:08:13.417Z","2","2","16","18","3","4","自己投資志向層"
"AO-1","2024-03-16T13:19:01.239Z","8","2","10","3","3","4","自己投資志向層"
"AO-1","2025-01-26T03:43:56.912Z","10","4","19","12","3","3","コスパ重視層"
"AO-1","2024-09-08T18:48:23.138Z","5","1","14","9","3","3","コスパ重視層"
"AO-1","2025-06-09T10:52:13.598Z","4","1","13","8","2","1","ライフスタイル充実層"
"AO-1","2024-03-09T17:53:45.897Z","6","3","15","2","1","3","コスパ重視層"
"AO-1","2025-07-26T20:19:11.012Z","7","2","19","19","2","1","ライフスタイル充実層"
"AO-1","2024-02-20T19:50:28.524Z","5","2","14","11","1","1","ライフスタイル充実層"
"AO-1","2025-01-16T06:10:36.333Z","10","4","10","1","2","1","ライフスタイル充実層"
"AO-1","2025-01-17T12:38:58.844Z","4","2","18","20","1","2","ファミリーサポート層"
"AO-1","2025-07-26T06:51:42.775Z","4","3","13","7","3","4","自己投資志向層"
"AO-1","2025-06-26T14:22:14.073Z","9","2","16","7","2","4","自己投資志向層"
"AO-1","2024-08-11T20:41:01.173Z","4","2","17","17","2","3","コスパ重視層"
"AO-1","2025-12-30T13:23:28.103Z","4","1","14","6","2","2","ファミリーサポート層"
"AO-1","2025-09-30T01:08:17.521Z","3","4","14","14","2","2","ファミリーサポート層"
"AO-1","2025-12-21T08:27:26.933Z","7","2","15","15","1","4","自己投資志向層"
"AO-1","2025-01-16T19:29:20.581Z","8","1","14","3","2","A5","ウェルネス志向層"
"AO-1","2024-09-17T12:35:01.554Z","6","3","13","14","1","A5","ウェルネス志向層"
"AO-1","2024-02-06T15:10:55.481Z","1","1","12","3","2","A5","ウェルネス志向層"
"AO-1","2025-12-04T13:49:17.165Z","2","2","16","5","3","1","ライフスタイル充実層"
"AO-1","2024-04-06T16:07:14.067Z","3","3","18","9","3","4","自己投資志向層"
"AO-1","2024-05-10T15:36:11.053Z","5","3","12","15","3","1","ライフスタイル充実層"
"AO-1","2024-03-11T16:52:49.861Z","5","1","15","12","1","3","コスパ重視層"
"AO-1","2024-10-16T21:47:17.715Z","7","3","14","17","2","4","自己投資志向層"
"AO-1","2024-04-20T14:53:48.687Z","6","5","17","9","3","4","自己投資志向層"
"AO-1","2024-07-26T23:06:35.516Z","10","4","16","18","3","A5","ウェルネス志向層"
"AO-1","2025-02-28T16:50:45.656Z","10","2","11","10","2","A5","ウェルネス志向層"
"AO-1","2025-07-01T13:44:05.261Z","4","2","12","2","2","2","ファミリーサポート層"
"AO-1","2024-10-06T23:36:31.781Z","1","3","15","16","2","4","自己投資志向層"
"AO-1","2025-04-16T18:50:22.728Z","5","1","18","16","1","1","ライフスタイル充実層"
"AO-1","2025-11-02T22:09:12.110Z","3","5","11","1","1","A5","ウェルネス志向層"
"AO-1","2025-05-04T16:45:46.166Z","1","4","16","14","3","4","自己投資志向層"
"AO-1","2024-05-29T17:44:49.395Z","4","1","17","10","3","2","ファミリーサポート層"
"AO-1","2025-04-13T21:07:13.685Z","2","1","11","12","2","1","ライフスタイル充実層"
"AO-1","2024-05-02T07:17:38.762Z","10","5","10","11","3","3","コスパ重視層"
"AO-1","2024-08-25T07:49:40.579Z","10","1","11","20","2","3","コスパ重視層"
"AO-1","2024-01-19T18:23:31.795Z","5","1","16","13","2","2","ファミリーサポート層"
"AO-1","2024-03-06T08:52:23.680Z","8","3","19","9","3","1","ライフスタイル充実層"
"AO-1","2025-03-28T01:53:14.203Z","9","5","15","8","1","3","コスパ重視層"
"AO-1","2025-06-28T20:05:01.608Z","9","3","11","13","2","2","ファミリーサポート層"
"AO-1","2025-04-11T12:36:08.139Z","2","3","18","9","1","4","自己投資志向層"
"AO-1","2025-01-06T06:00:01.059Z","10","1","18","7","1","2","ファミリーサポート層"
"AO-1","2024-11-23T01:08:43.839Z","4","5","15","20","2","2","ファミリーサポート層"
"AO-1","2024-10-29T21:19:23.431Z","4","2","10","17","3","2","ファミリーサポート層"
"AO-1","2025-04-10T15:03:23.686Z","10","3","10","15","1","4","自己投資志向層"
"AO-1","2024-04-08T01:34:59.588Z","2","2","10","4","3","2","ファミリーサポート層"
"AO-1","2025-08-01T02:17:43.017Z","5","2","15","1","3","2","ファミリーサポート層"
"AO-1","2025-03-11T09:17:41.703Z","10","4","18","1","3","2","ファミリーサポート層"
"AO-1","2024-03-02T06:09:43.750Z","5","5","16","14","2","4","自己投資志向層"
"AO-1","2024-08-23T13:21:55.018Z","2","1","16","16","3","4","自己投資志向層"
"AO-1","2024-01-11T13:53:23.222Z","2","4","13","12","2","A5","ウェルネス志向層"
"AO-1","2024-02-01T19:52:38.077Z","1","2","13","7","3","2","ファミリーサポート層"
"AO-1","2025-01-16T09:08:14.214Z","5","5","13","2","1","3","コスパ重視層"
"AO-1","2024-10-13T09:58:01.311Z","4","4","11","10","1","A5","ウェルネス志向層"
"AO-1","2025-08-21T20:05:57.444Z","6","2","18","15","2","A5","ウェルネス志向層"
"AO-1","2024-04-27T19:30:24.172Z","6","4","14","20","1","A5","ウェルネス志向層"
"AO-1","2025-10-26T08:28:57.834Z","8","3","11","4","2","2","ファミリーサポート層"
"AO-1","2024-01-24T21:44:11.329Z","5","1","12","11","2","1","ライフスタイル充実層"
"AO-1","2024-06-01T14:55:21.086Z","2","5","18","6","3","2","ファミリーサポート層"
"AO-1","2024-01-25T12:38:29.234Z","9","1","13","2","3","3","コスパ重視層"
"AO-1","2025-03-01T01:56:37.050Z","10","1","14","1","2","4","自己投資志向層"
"AO-1","2024-01-22T15:09:43.745Z","7","5","18","4","1","3","コスパ重視層"
"AO-1","2024-10-09T14:08:36.204Z","3","5","19","20","1","A5","ウェルネス志向層"
"AO-1","2024-05-16T21:19:22.802Z","8","1","14","18","2","A5","ウェルネス志向層"
"AO-1","2025-05-17T12:50:40.923Z","8","2","11","9","2","A5","ウェルネス志向層"
"AO-1","2024-04-18T11:08:54.805Z","2","5","18","12","2","1","ライフスタイル充実層"
"AO-1","2024-04-29T14:44:09.250Z","5","1","17","16","2","1","ライフスタイル充実層"
"AO-1","2025-03-12T21:51:14.973Z","9","4","14","20","3","4","自己投資志向層"
"AO-1","2025-09-05T21:12:10.610Z","8","5","19","13","2","3","コスパ重視層"
"AO-1","2024-12-25T05:04:06.884Z","8","5","15","3","2","A5","ウェルネス志向層"
"AO-1","2024-03-06T16:47:43.808Z","10","1","11","8","3","2","ファミリーサポート層"
